STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,WESD,AWND,WDF2,WDF5,WSF2,WSF5,PGTM,FMTM,WT09,WT14,WT07,WT01,WT15,WT17,WT06,WT21,WT05,WT02,WT11,WT22,WT04,WT13,WT16,WT08,WT18,WT03
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110616,0.83,0.0,0.0,-9999,83,66,-9999,8.5,190,200,33.1,51.9,2228,2229,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110617,0.20,0.0,0.0,-9999,88,64,-9999,6.5,230,330,25.1,31.1,632,1808,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110618,0.00,0.0,0.0,-9999,89,69,-9999,4.9,350,350,14.1,17.9,1408,1408,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110619,0.01,0.0,0.0,-9999,84,75,-9999,4.7,180,200,10.1,13.0,1946,2142,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110620,0.34,0.0,0.0,-9999,80,67,-9999,6.5,60,70,14.1,17.0,939,939,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110621,0.01,0.0,0.0,-9999,87,70,-9999,7.2,170,260,15.0,21.9,651,822,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110622,0.00,0.0,0.0,-9999,90,73,-9999,7.2,220,240,17.0,23.0,1334,1710,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110623,0.00,0.0,0.0,-9999,86,76,-9999,9.6,210,200,21.0,25.1,1811,1337,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110624,0.00,0.0,0.0,-9999,90,73,-9999,8.9,260,270,21.9,28.0,1527,1527,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110625,0.00,0.0,0.0,-9999,85,72,-9999,8.5,320,330,16.1,21.9,2230,2237,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110626,0.01,0.0,0.0,-9999,86,67,-9999,5.1,240,270,13.0,16.1,1547,1433,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110627,0.01,0.0,0.0,-9999,84,70,-9999,4.5,350,40,12.1,14.1,650,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110628,0.00,0.0,0.0,-9999,95,74,-9999,6.7,190,190,21.0,25.9,2112,2113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110629,0.00,0.0,0.0,-9999,89,74,-9999,10.7,320,350,17.9,25.9,1428,858,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110630,0.00,0.0,0.0,-9999,88,67,-9999,7.6,340,310,16.1,21.9,1205,1721,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110701,0.00,0.0,0.0,-9999,91,69,-9999,5.4,330,360,14.1,21.0,600,1735,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110702,0.00,0.0,0.0,-9999,95,68,-9999,5.1,190,10,14.1,17.9,1528,2026,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110703,0.87,0.0,0.0,-9999,94,70,-9999,6.9,340,330,40.0,51.9,1731,1733,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110704,0.00,0.0,0.0,-9999,91,73,-9999,3.6,340,340,16.1,17.9,2310,2310,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110705,0.00,0.0,0.0,-9999,91,74,-9999,5.6,180,60,12.1,15.0,625,2144,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110706,0.07,0.0,0.0,-9999,86,76,-9999,6.3,180,270,13.0,23.0,1110,1717,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110707,0.00,0.0,0.0,-9999,95,73,-9999,6.9,50,240,17.0,21.9,1731,1959,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110708,0.60,0.0,0.0,-9999,87,75,-9999,8.3,30,350,17.9,25.1,1544,1639,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110709,0.00,0.0,0.0,-9999,92,72,-9999,7.4,20,30,17.0,21.9,1215,831,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110710,0.00,0.0,0.0,-9999,92,73,-9999,7.6,170,170,15.0,19.9,1530,1244,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110711,0.00,0.0,0.0,-9999,95,76,-9999,11.4,340,330,23.9,25.9,1940,1939,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110712,0.00,0.0,0.0,-9999,97,77,-9999,8.5,350,350,19.9,25.1,1334,1335,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110713,1.05,0.0,0.0,-9999,93,74,-9999,6.9,330,340,31.1,38.9,1402,1402,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110714,0.00,0.0,0.0,-9999,85,68,-9999,9.8,10,10,17.9,25.1,805,808,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110715,0.00,0.0,0.0,-9999,82,69,-9999,7.6,180,210,13.0,17.0,1043,1828,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110716,0.00,0.0,0.0,-9999,86,67,-9999,8.7,180,190,17.0,21.0,1345,1346,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110717,0.00,0.0,0.0,-9999,89,72,-9999,10.1,180,190,17.0,21.0,1640,1641,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110718,0.00,0.0,0.0,-9999,93,73,-9999,8.9,200,250,16.1,23.0,1752,1720,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110719,0.24,0.0,0.0,-9999,97,79,-9999,5.8,240,310,17.9,21.0,1530,1449,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110720,0.00,0.0,0.0,-9999,94,77,-9999,4.9,180,140,13.0,15.0,1616,2217,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110721,0.00,0.0,0.0,-9999,99,80,-9999,9.2,190,210,17.0,23.9,1533,1448,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110722,0.00,0.0,0.0,-9999,102,83,-9999,5.6,340,340,16.1,21.0,1625,1626,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110723,0.00,0.0,0.0,-9999,102,84,-9999,6.5,190,180,23.0,29.1,1827,1831,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110724,0.00,0.0,0.0,-9999,97,84,-9999,6.7,330,340,17.9,23.0,906,907,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110725,0.20,0.0,0.0,-9999,93,78,-9999,4.3,50,40,19.9,23.0,1513,1519,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110726,0.00,0.0,0.0,-9999,95,76,-9999,8.5,200,180,17.0,23.9,1658,1806,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110727,0.00,0.0,0.0,-9999,93,78,-9999,7.8,340,350,17.9,23.0,1424,1425,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110728,0.00,0.0,0.0,-9999,95,78,-9999,7.4,180,190,14.1,16.1,2042,2034,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110729,0.00,0.0,0.0,-9999,104,80,-9999,7.6,330,320,21.9,25.9,1941,1941,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110730,0.00,0.0,0.0,-9999,97,81,-9999,7.2,10,330,15.0,21.0,1442,953,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110731,0.00,0.0,0.0,-9999,99,80,-9999,7.2,180,230,17.0,21.9,2058,2023,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110801,0.00,0.0,0.0,-9999,100,75,-9999,6.7,270,270,25.9,32.0,1614,1629,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110802,0.00,0.0,0.0,-9999,98,74,-9999,8.7,340,290,21.0,30.0,1256,823,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110803,0.28,0.0,0.0,-9999,87,76,-9999,5.4,270,270,21.9,29.1,559,620,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110804,0.01,0.0,0.0,-9999,88,75,-9999,8.9,80,50,17.0,21.9,1618,1754,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110805,0.00,0.0,0.0,-9999,88,72,-9999,7.6,180,190,14.1,17.0,1738,1918,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110806,0.04,0.0,0.0,-9999,93,74,-9999,10.3,180,220,21.9,25.9,1612,1747,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110807,0.67,0.0,0.0,-9999,97,77,-9999,7.4,270,280,25.9,34.9,1641,1642,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110808,0.00,0.0,0.0,-9999,94,76,-9999,8.1,340,350,19.9,23.9,1307,1030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110809,0.00,0.0,0.0,-9999,95,77,-9999,6.0,230,230,19.9,29.1,1639,1640,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110810,0.00,0.0,0.0,-9999,93,75,-9999,8.5,330,300,19.9,25.1,1138,1110,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110811,0.00,0.0,0.0,-9999,89,72,-9999,7.2,340,320,16.1,21.0,1208,1203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110812,0.00,0.0,0.0,-9999,90,70,-9999,5.6,110,320,16.1,21.0,1325,1736,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110813,0.41,0.0,0.0,-9999,86,74,-9999,9.6,180,170,28.0,38.9,1151,1151,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110814,1.37,0.0,0.0,-9999,85,69,-9999,8.5,350,350,29.1,36.9,2122,2123,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110815,0.00,0.0,0.0,-9999,86,68,-9999,8.1,340,340,17.9,28.0,1501,1502,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110816,0.00,0.0,0.0,-9999,88,72,-9999,9.8,360,350,21.0,28.0,1404,1406,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110817,0.00,0.0,0.0,-9999,90,71,-9999,6.0,180,180,14.1,16.1,1812,1745,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110818,0.00,0.0,0.0,-9999,91,74,-9999,10.1,340,190,19.9,23.9,1614,1749,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110819,1.61,0.0,0.0,-9999,89,69,-9999,4.7,270,280,28.0,44.1,1839,1840,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110820,0.00,0.0,0.0,-9999,88,69,-9999,4.7,180,190,12.1,15.0,2113,2130,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110821,0.27,0.0,0.0,-9999,90,76,-9999,10.1,330,330,21.0,25.1,1435,1436,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110822,0.00,0.0,0.0,-9999,84,70,-9999,11.6,340,350,21.0,32.0,1436,1439,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110823,0.00,0.0,0.0,-9999,81,63,-9999,6.3,140,340,13.0,16.1,604,1921,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110824,0.00,0.0,0.0,-9999,87,65,-9999,10.7,190,190,23.0,31.1,1249,1249,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110825,0.42,0.0,0.0,-9999,85,71,-9999,9.8,200,220,21.9,25.1,1926,1812,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110826,0.01,0.0,0.0,-9999,90,70,-9999,3.6,120,90,14.1,21.9,1031,1618,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110827,3.33,0.0,0.0,-9999,79,72,-9999,21.9,350,360,45.0,59.1,2348,2342,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110828,0.50,0.0,0.0,-9999,87,71,-9999,16.1,340,340,47.0,59.9,25,25,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110829,0.00,0.0,0.0,-9999,81,66,-9999,6.9,340,350,13.0,15.0,1728,1815,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110830,0.00,0.0,0.0,-9999,83,63,-9999,4.9,50,50,14.1,17.0,1143,1044,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110831,0.00,0.0,0.0,-9999,84,64,-9999,3.4,160,160,10.1,13.0,1719,1720,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110901,0.00,0.0,0.0,-9999,82,66,-9999,6.3,180,180,14.1,16.1,1340,1340,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110902,0.16,0.0,0.0,-9999,79,68,-9999,5.8,20,30,13.0,15.0,223,224,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110903,0.00,0.0,0.0,-9999,82,70,-9999,7.8,170,180,14.1,16.1,1125,1125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110904,0.00,0.0,0.0,-9999,87,73,-9999,8.5,190,170,14.1,19.9,1356,2126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110905,1.36,0.0,0.0,-9999,84,65,-9999,8.5,340,310,23.9,28.0,2157,2153,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110906,0.90,0.0,0.0,-9999,67,64,-9999,13.9,50,40,23.9,30.0,1102,1103,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110907,2.82,0.0,0.0,-9999,74,64,-9999,4.3,30,270,14.1,16.1,540,24,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110908,1.39,0.0,0.0,-9999,79,71,-9999,8.1,80,20,17.9,21.9,1734,1318,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110909,0.46,0.0,0.0,-9999,83,71,-9999,4.9,40,50,14.1,15.0,222,145,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20110910,0.00,0.0,0.0,-9999,84,68,-9999,6.5,320,290,16.1,19.9,1401,945,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
